epoch,batch,loss,accuracy,precision,recall,f1_score,timestamp
3,60,1.323232,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:05 2024
3,61,1.332086,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:05 2024
3,62,1.377893,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:05 2024
3,63,1.283193,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:05 2024
3,64,1.446859,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:06 2024
3,65,1.378530,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:06 2024
3,66,1.372896,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:06 2024
3,67,1.313729,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:06 2024
3,68,1.408896,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:07 2024
3,69,1.369912,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:07 2024
3,70,1.280784,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:07 2024
3,71,1.315259,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:07 2024
3,-1,1.300892,0.752000,0.752000,0.752000,0.752000,Thu Oct 24 01:31:08 2024
4,1,1.257507,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:09 2024
4,2,1.287454,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:09 2024
4,3,1.262469,0.000000,0.000000,0.000000,0.000000,Thu Oct 24 01:31:09 2024
